dataFrom,date,review,rating,extracted_devresp,devresp_time
appStore,2023-09-12 05:10:29,Already 1 year but basic functions like adding payee is not in the app. It’s so troublesome to transfer funds to different bank accounts! With your latest move to reduce interest to 2.68% has made me feels like maribank is better even with slightly lower interest rate because they knows what basic functions to include in the app,1,"Hi there, thank you for your valuable feedback. 🙏 We appreciate you taking the time to share your thoughts with us and have captured this as part of our continuous improvement process. 💜\r",2023-09-13T17:19:13Z
appStore,2024-02-24 06:12:02,"Extremely disappointed with the GXS app. Despite consistent use on the same device for a long time, it suddenly stopped allowing money transfers with explanation device changed. This lack of clarity and abrupt disruption in service is unacceptable. Terrible user experience, deserves only 1 star.",1,"Hey there! We're sorry to hear about your experience. 🙏 We understand the importance of this matter and are committed to make things right for you. Could you please get in touch with us via Live Chat or call, at (+65) 3105 2055, so that we can assist you further? We’d be happy to make things right for you! 💜",2024-02-25T17:57:31Z
appStore,2023-12-07 07:21:02,"Wish more people can download and use, and more rewards can be given.",5,Hi Adrian! We're thrilled that you're enjoying our app features. It's heartening to know our services have been beneficial and positive for you. We're hopeful that our future reward features will continue to satisfy and excite you! 🚀💜,2023-12-08T17:44:06Z
appStore,2023-11-11 07:18:42,Can try for saving money !! My money said they liked there,5,"Hey there! We are happy that you like our app! You have made our day, and we are definitely striving to improve our products to serve you better! 🚀💜",2023-11-13T05:18:58Z
appStore,2023-12-06 09:00:01,Everything is perfect. Ease of use. Fast transfer for quick cash. Repayment is easy and low interest. This app is a life saver literally :),5,"Hi ChefDugi, we are very heartened to see our services have been beneficial and positive for you. We hope our features in the future will continue to serve and delight you constantly.",2023-12-07T17:47:50Z
appStore,2023-09-25 01:04:27,Easy drawing and repayment option. Flexible of choice at any time with any needs. Like it and good tool for emergency money with flexible borrowing and repayment.,5,Hi derrick. Thank you for the 5 star review! ⭐ This helps to motivate all of us at GXS to scale even greater heights. We're delighted to learn that you love the app as much as we do. Happy banking with GXS! 😉🚀,2023-09-26T09:27:11Z
appStore,2023-11-15 02:39:34,"Ease of use.
Pay anytime before due is possible. 
Emergency moolahs are here without breaking your bank!",5,Hey there! We're thrilled to hear that our app has hit all the right notes. We love the flexible repayments and interest savings too. 🤩 Thank you so much for your support and 5-star review! 🎉,2023-11-16T07:23:53Z
appStore,2022-12-07 12:19:51,J got recommended to try out this app by a fren and i love it! It’s convenient and easy to use and i can see myself committing to this in the long term! :),5,"Happy to hear that you have been enjoying the GXS experience, Koko! Have an awesome day! 💜 ",2022-12-09T07:02:54Z
appStore,2022-12-07 06:31:42,the app is easy to navigate and the UI/UX is excellent. I love the saving pockets and the good interest rates! definitely worth the wait and has a lot of potential 👍🏼,5,"We are glad you have been enjoying the GXS experience on our app so far. Keep using the app, and let us know if you have other suggestions or feedback. Have a great week ahead!",2022-12-09T07:07:01Z
appStore,2022-12-09 03:47:29,My fav feature is the saving pockets can't wait to build my savings with the good interest rates. amazing user interface!,5,"Hi tloh001, we are happy that you like our awesome app interface and Saving Pockets feature! 🤩We strive to give our customers the best app experience and attractive interest rates.🚀Thank you very much for your 5 stars review! Your support and voice are very important to us. Keep using our app. 💜 ",2022-12-10T08:01:46Z
appStore,2022-09-06 17:57:25,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number. I cant see the screens as presented in the app store. What is going on?,2,Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. Thanks for your patience! 🙏 ,2022-09-08T01:14:40Z
appStore,2023-11-21 07:13:17,Very easy to navigate and super fluid UI. Lovely bank and recommended everyone to join with ease of mind.,5,,
appStore,2022-10-04 13:02:31,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2024-02-10 03:22:39,This app is easy to use.,5,"Aw, thanks for the kind words! We’re glad that our app is user-friendly. 💜 If you need any help or have any feedback, feel free to reach out to us. We’ll be more than happy to hear from you!",2024-02-12T04:08:12Z
appStore,2024-02-17 11:21:01,User friendly,5,We're thrilled to hear that our app has hit all the right notes. 💜 Thank you for the 5-star review! ,2024-02-19T01:51:26Z
appStore,2023-12-06 08:45:43,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-11-18 08:52:03,Best digital bank in my opinion I prefer this over its competitors:),5,,
appStore,2023-06-05 11:16:31,"Well if u like to see growth everyday, this app gives u that. Set goals and see it grow towards it!",5,"Hey Tyc!👋 Thank you so much for your review! We're thrilled to hear that our app helps you witness growth every day. Setting goals and watching them progress is an incredible feeling, and we're glad our app supports you in achieving that. Here's to continued growth and success! 🌱🚀",2023-06-07T00:59:50Z
appStore,2023-06-06 02:44:38,Very convenient and easy to understand and use,5,"Thank you! We're delighted that you find our app highly convenient, easy to understand, and user-friendly. We appreciate your support and hope you continue to enjoy the seamless experience. 🙏 ",2023-06-07T08:31:05Z
appStore,2022-09-16 07:19:33,"Why put an app on the store when you are not ready. All about the app now is collecting info. If you have heard yet, please use testflight for ur ‘launch’ aka beta testing 🤦🏻

Update: doesn’t bode well… even response is so robotic n mundane. Might as well not respond and spend the time to build the app for a proper launch",1,"Hi there! We're inviting customers progressively to make sure that everything is well built for the best experience possible. In the meantime, you can register your interest to open an account upon download. We'll let you know when we’re ready for you! 🙏",2022-09-16T01:26:55Z
appStore,2023-07-25 14:17:22,"Noticed the news writing they offer 3.48% interest rate. After downloading the apps and trying to sign up, end up asked me to fill up my particular to  receive latest buzz updates.! 

If the bank isn’t planing to offer, please stop advertising that. Thanks!",1,"Hey, Sheerliyn! We’re sorry to make you feel that way. Rest assured that our 3.48% interest rate still applies to our Saving Pockets. However, as our slots for our Savings Account are currently full, do sign up on the GXS app for early access. 🙏",2023-07-27T02:55:34Z
appStore,2023-01-20 04:35:32,Having problems logging onto the app. It says my phone cannot be used for GXS as it has been modified in someway. I just logged in this morning with the same phone with no problems. Please advice.,2,"Hi Desiphone, we have since resolved the App issue. We would like to assure you that the App is now working fine and we apologize for the inconvenience caused. Rest assured that there will not be any impact to your account. In the meantime, we may need you to log in again through your SingPass to access the App. A gentle reminder to update your App to the latest version too. Once again, we thank you for your understanding and support.🙏😊",2023-01-21T07:57:54Z
appStore,2023-08-11 11:02:39,It’s all good! Until recently a dropped of 0.8% interest rate in such a short notice and changes,3,"Hey Ahfei94! Thank you for giving our app your recognition! From 17 August 2023, we're increasing the interest rate for the Main Account from 0.08% to 2.38% p.a. and the Saving Pockets interest rate will be adjusted to 2.68% p.a. Thank you for banking with GXS! 😊",2023-08-13T01:16:18Z
appStore,2022-09-12 05:46:10,"Love the interface and saving pocket is so unique, can’t wait to meet my deposit goal!",5,"Hey there, so happy to know that you like our app! We'll keep working hard to make the app even easier to use! Good luck in achieving your Saving Pockets goal too, we're all rooting for you! 🤩🚀",2022-09-13T15:04:50Z
appStore,2024-02-25 07:24:03,The app is easy to navigate and optimise for people of all ages.,5,"Hi there! Thank you for your 5 stars review.💜 We're delighted to learn that you find our app's user interface easy and intuitive to use! We strives to exceed your expectations, and we're pleased to have met your needs.🤩",2024-02-26T18:04:42Z
appStore,2023-11-15 06:52:28,"Brilliant app design, fast transactions, excellent rates. Keep up the good work! What more can I say?",5,We're over the moon to receive your 5-star review! 😍 Thank you for your continued support and we look forward to providing more exciting products and features to you soon! 🚀,2023-11-17T03:10:14Z
appStore,2023-06-11 00:50:35,Try it and you will love it.,5,"Woohoo, we’re glad to hear that you love our app! Thanks for sharing the love, SgPlayboy! 😉💜",2023-06-13T01:22:46Z
appStore,2023-06-05 10:16:52,"The app is super easy to use, and I love the saving pockets that allow me to easily set money aside for my goals!",5,Hey there! We're glad to hear that you're enjoying saving pockets feature! 🤩 Thanks for taking the time to leave a feedback - we strive to serve you better! 🙏 💜,2023-05-13T08:14:26Z
appStore,2023-12-06 08:35:07,"There are a number of things that are great about GXS. 
1. Ease of use
2. daily interest 
3. No hassle with minimum sum",5,"Hi mdyyeo, we are very grateful and glad that you are enjoying our features. We look forward to delighting you more with our new features in the future.",2023-12-07T17:41:44Z
appStore,2023-08-13 12:05:53,"It doesn’t make the company look reputable when they offer a high interest rate only to drop it immediately after gaining enough users. It feels like a bait, which it is. They should acquire deposits through more honest and transparent methods.",1,"Hi Azubu! Thanks for sharing your thoughts with us! We're always striving to improve, and your feedback means a lot! We recognise that our customers use their GXS Savings Account for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions. As these funds are debited through the Main Account of the GXS Savings Account, we have received feedback that our customers would like to earn higher interest while still enjoying the benefits of our ecosystem rewards programme. So from 17th August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a., and the Saving Pockets will be adjusted to 2.68% p.a.",2023-08-15T01:44:00Z
appStore,2023-06-05 11:34:48,Easy to use and log in! Very clean instruction.,5,"Thanks so much for your wonderful review, Dtthian! 🙏💜 We're thrilled to hear that our app is easy to use and provides a seamless login experience. We've put a lot of effort into making the instructions clear and user-friendly, so it's fantastic to know that you find them clean and easy to follow.",2023-06-07T01:07:04Z
appStore,2023-06-05 10:23:48,"Simple, straightforward to use with no bugs. Great experience",5,"\r\nWow, thanks so much for the fantastic 5-star review!✨ It's amazing to know that you had a great time using our app. If you ever need any assistance or have more feedback to share, feel free to reach out. Keep enjoying the greatness and simplicity of our app!  😊",2023-06-07T00:48:26Z
appStore,2022-10-03 06:17:01,"Really like the details in the app, will definitely use it daily!",5,Hey there! We're glad to know you love our app! Your support and voice are very important to us. Keep using our app.💜 ,2022-10-05T02:00:26Z
appStore,2023-05-30 13:19:00,"Like the app design, especially the pockets for savings. Just waiting for the $5000 limit to be lifted.",5,"Thanks so much for your fantastic 5-star review! We're thrilled to hear that you're loving the Saving Pockets feature as well. We share your excitement for the day when we can assist you in saving even more with us. Rest assured, as soon as the cap is lifted, we'll make sure to keep you informed. 💜🚀 ",2023-06-01T01:20:24Z
appStore,2023-07-19 06:05:49,"Received email invite from GXS saying that I am now able to open an account. After finishing the entire onboarding application I am told they are unable to proceed with my application saying “It’s not you, it’s us”. 

Ummmm okayyyy",1,"Hi there, thank you for staying with us thus far! 🙏 One common reason could be because you're not physically located in Singapore at the time of application. Likewise, you’ll need to disable your VPN before submitting your application. Any other questions, feel free to to contact our hotline at (+65) 3105 2055. We are here for you, 24/7! 💜",2023-07-20T17:29:19Z
appStore,2022-12-10 13:18:37,Easy to use and nice UIUX. Saving pockets is an interesting and useful feature,5,Happy to hear that you have been enjoying the GXS experience so far! Have an awesome week ahead! 🙏,2022-12-12T01:42:12Z
appStore,2023-11-10 11:37:30,Simple and easy,5,"Yay! Glad to hear that you’re enjoying our app, Kok Ong! Feel free to get in touch with us if you need any help or have any feedback. 😉",2023-11-11T17:26:46Z
appStore,2023-12-23 08:46:14,"Is GXS looking into this issue? Going to be a week, still something is wrong. What happened to iOS user testing before roll out? It’s baffling the slow service recovery GXS is impressing upon iOS users.",1,"Hi @azejnn Merry Christmas to you. Thank you for your feedback and we are sorry to hear that you were not able to launch the survey. We are unable to share account details over a public platform, please contact us at our hotline so we can attend to you accordingly.",2023-12-25T18:05:40Z
appStore,2022-12-07 06:14:34,Intuitive and easy to set up,5,Thank you very much for the five stars review! It means a lot to us. Have a great week ahead!,2022-12-09T07:07:47Z
appStore,2023-12-11 17:42:41,Friendly use apps,5,"Hi Ryan! Thank you for your 5 stars review. 💜We are thrilled to know that you like the app easy and user-friendly user interface! We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩\r\n",2023-12-13T01:44:58Z
appStore,2023-06-05 15:00:50,Very friendly app,5,Hey Nigel! Thanks for the 5-star review! Our app is all about being user-friendly. Enjoy using it! 💜🚀 ,2023-06-07T01:19:02Z
appStore,2023-08-07 08:36:43,GXS touted a 3.48% interest in their savings pocket only to change the interest to 2.68% within a short period of only a month. A bank is only as good as it’s promises and this bank just lost it all. Will never use GXS again.,1,"Hi there! We're always striving to improve. 🙏 We recognise that our customers use GXS for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions, so from 17 August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets will be adjusted to 2.68% p.a. 💜",2023-08-10T00:58:52Z
appStore,2022-12-23 04:53:44,"Personally don’t like the theme, anyway allow user to change more brighter one?
Dark color me uncomfortable 😞",3,"That's a good suggestion Dian1117! Currently, we do not have the option to toggle to a different theme in-app. We have forwarded your thoughts to the team as feedback for further consideration. 🙏 Thank you for your support! 💜",2022-12-24T08:05:57Z
appStore,2023-12-03 15:49:37,This is very good. Really very helpful. I Will keep in touch with them. 👌🏽😍,5,"Hi Sanadece, thank you for your kind words. This review means the world to us, it made our day! 💜🤞 ",2023-11-30T17:34:51Z
appStore,2023-11-20 08:16:12,Such a great service compared to Bank,5,Hey Calvin! Thanks so much for the amazing 5-star review! It truly means a lot to us and our entire team. We will continue to work hard to ensure that your experience with us remains excellent. Happy banking with GXS! ,2023-09-28T03:16:08Z
appStore,2023-06-05 10:26:09,Easy to use with high interest rate,5,"Thanks for your review, Hayley! We're glad to hear that you find our app easy to use. We strive to provide competitive rates and help you maximize your savings. If you have any further suggestions or questions, feel free to reach out. We're here to assist you!💜🚀",2023-06-07T00:50:37Z
appStore,2023-06-05 11:50:22,Makes banking easy to use,5,Thanks for your support! We're delighted to know that our app has made banking easy for you. 😄   ,2023-06-07T01:10:36Z
appStore,2022-09-05 01:49:32,Nice design!,5,"Hey Shirley, it is wonderful to know that you like our app! It means the world to us and to our entire team! 😀 ",2022-09-06T14:37:05Z
appStore,2023-11-10 14:32:16,You get the highest saving interest rate on the market,5,"Yipee! Our interest rates are indeed competitive, huh? 😉 Thanks for your stars, rcpsgp! This keeps us going, but feel free to let us know if you have any feedback too! ",2023-11-11T17:31:09Z
appStore,2024-02-21 14:03:59,Show allow to increase amount not reduce and stay that way. For a first timer I didn’t know that once I reduce amt I cannot get back the original amount that is given to me.,1,Hi there. We're sorry to hear about your experience. Thank you for your feedback. 💜 We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better.🙏\r\n,2024-02-23T09:45:34Z
appStore,2023-12-09 04:06:51,Guys u guy to try this out,5,Hi sgchacha! We are happy that you like our awesome app features! 🤩We strive to give our customers the best app experience.🚀Thank you for your 5-star review! Your support and feedback are invaluable to us. Keep using our app. 💜,2023-12-10T21:37:08Z
appStore,2023-08-14 04:56:05,"Income extracted from SingPass is incorrect.
Information in SingPass is correct
Which means the process of extracting information needs to be updated.",2,"Hey there! We currently use Singpass to extract information so that applications are a breeze.\n\n\r\n\r\nSo we’d recommend our customers to ensure that their personal information is accurate and up to date by accessing their Singpass MyInfo. Should there be any changes, you may do so via the Singpass app. Hope this clarifies! 🙏",2023-08-15T17:34:26Z
appStore,2023-01-24 15:24:38,This should be removed from App Store. A bank that is not even able to accept a customer sign up. What a joke from Grab and  Singtel.,1,"\r\nThank you for your thoughts and we're sorry for the wait, Jyotkumar 🙏 At the moment, we're sending out invites in phases so that our users can have the best experience possible with us. We will reach out when we are ready for you so stay tuned to your email inbox for updates! ",2023-01-26T01:20:02Z
appStore,2023-11-02 13:47:28,Loan disbursement was immediate. App is simple to use. Repayments just as easy.,5,We're thrilled to hear that our app has hit all the right notes! 🎉 We're glad that you love our GXS FlexiLoan features too! 💜,2023-11-04T01:57:05Z
appStore,2023-10-08 10:35:35,Best and fast loan approval,5,"Hey there! We are happy that you like our app! Your review made our day, and we are definitely striving to improve our products to serve you better! 🚀💜",2023-10-09T17:16:10Z
appStore,2023-07-21 23:56:46,"Extremely disappointed after downloading the app, waited and waited for it to open and still told to wait and wait and wait and wait and wait……………..no ends!!!!!👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,"Hi there! We’re sorry to make you feel that way, Wu Ming. Could you please get in touch with us at  (+65) 3105 2055? Alternatively, you may also write in to our email at help@gxs.com.sg with your contact details, so that we can take a closer look into this. 🙏 ",2023-07-23T09:19:15Z
appStore,2023-11-15 11:32:12,"I cannot open the app at all, even after updates it keeps telling something went wrong.",1,We're sorry to hear about your experience while trying to access the GXS app. 🙏 We understand the importance of this matter and are committed to make things right for you. Please drop us an email at help@gxs.com.sg or give us a ring at (+65) 3105 2055. We're here to help! 💜,2023-11-17T03:38:40Z
appStore,2023-09-19 01:56:43,increase so much just to make us open account then now int rate worst than t bills. UI also so dark. not much use case except earn risk free rate. grab is expensive,1,Hi there! We’re sorry to make you feel that way! 🙏We appreciate your valuable feedback and rest assured that it is an essential part of our continuous improvement process. 💜🚀,2023-09-20T09:30:31Z
appStore,2023-12-06 03:56:06,Gxs provide good interest for their pocket savings.,5,"Hi Roundi07, we are delighted that you are happy with our features. Thank you for your appreciation and support!",2023-12-07T17:34:09Z
appStore,2023-09-25 13:13:58,DO NOT USE THIS APP!!!! So frustrating on this app. 3 times I tried to move a small portion of money out of my pocket. 3 times the pocket becomes $0 straight away and I can’t move/transfer my money out!!!!!!!!!!!!!,1,"Hey there! Sorry to hear this. This is definitely not the experience that we’d want you to have. Could you please get in touch with us via Live Chat or call, at (+65) 3105 2055, so that we can assist you further? We’d be happy to make things right for you! 🙏",2023-09-26T17:31:51Z
appStore,2023-07-27 17:29:44,Gave an application to open account but the bank decided to cancel opening new accounts and the “bank” didnt even bother to inform clients! May be its a gods sign to save my money.,1,"We're sorry to hear that your account application experience didn't go as expected. You should have received an email or in-app push notification about the outcome. If you need further clarification or assistance on this matter, please reach out to us at (+65) 3105 2055, we’re here 24/7! 💜",2023-07-29T06:25:33Z
appStore,2023-05-02 10:56:52,"App keeps giving me “something went wrong” and “it’s not you, it’s us” notification whenever I attempt to log-in. Totally unusually at this time of writing.",1,"Hey Andreani369, this is not the experience we want you to have. Please drop us an email with your contact details and a video recording/screenshot of what you are facing at help@gxs.com.sg, and we would be more than happy to look into this. Thank you! ",2023-05-04T01:14:41Z
appStore,2023-02-11 06:45:17,could you add a way to sign in using singpass password instead of only having to use the app?,4,"That's a good suggestion, AribNasikur ! Currently, we do not have such a sign in option for our app yet. We have forwarded your thoughts to the team as feedback for further consideration. 🙏 Thank you for your support! 💜",2023-02-13T01:51:56Z
appStore,2022-10-09 03:24:14,"Not prepared? Then don’t launch. See your direct competitor got a pure breeze of experience. Onboarding was swift and fast. Just think the reviews here are just made by the staff lol, focusing on UI/UX what a joke. Best UI/UX where others cannot experience YET.",1,,
appStore,2024-01-18 08:45:46,"When you asked your staff to write a 5* review, don’t just get them to write great app, easy to use or hurray. Write how did the app help you, how you benefit from the app and why the app is soooo good?",1,Hi princesstazsdff. Thank you for your feedback. We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better. Please get in touch with us via email at help@gxs.com.sg or call at (+65) 3105 2055. We’d be happy to hear your feedback and make things right for you! 🙏\r\n,2024-01-20T01:40:59Z
appStore,2022-12-14 09:36:34,"Love the modern design, user experience was great as well.",5,"Thrilled to hear that you've been enjoying our app, Joshua! We are constantly working on new and exciting features, and we can't wait for you to try them out in the future. Feel free to reach out to our support hotline, available 24/7 if you face any issues. 🙌",2022-12-16T02:08:55Z
appStore,2023-07-22 08:18:56,"Pls improve your good service for any person who are really need it,hope the app can improve soon",1,"We greatly appreciate your feedback and look forward to continuously improving our GXS app. While we may not have all the details to share just yet, rest assured that great things are in the works! 💜",2023-07-24T00:51:37Z
appStore,2023-07-18 19:22:58,Efficient,5,"Thanks so much for the awesome 5-star review! We're stoked that you found our app efficient. It really means a lot to us! We'll keep working hard to make sure your experience with us is top-notch. If you ever need anything or have any cool ideas, just give us a shout. Happy banking with GXS! 😊🎉",2023-07-20T09:10:57Z
