,key,review
37,App performance issues,Unable to open all of a sudden when I try on 7 Sep and only stuck in loading screen
38,App performance issues,Details not complete
39,App performance issues,app is not been updated
40,App performance issues,Cant even load properly Prompted to set 6 digit security code then application disappear and had to redo again with the same problem Is this a legitimate mobile app
41,App performance issues,The deposit interest is very high which is currently my most satisfactory
42,App performance issues,The screen cannot respond entirely After going through the screen login the app completely doesnt respond touch Very buggy
43,App performance issues,digital bank app does not work when it already goes liveare u still doing UAT
44,App performance issues,Cant work 
45,Customer support issues,Download the app and tried to apply Got an error message page cannot download and cannot login at all Uninstall the app within 5 mins of trying Dont bother I got better choices elsewhere
46,SingPass integration issues,SingPass Bug 
47,SingPass integration issues,Im stuck on the singpass page without being able to proceed All is updated to latest ver
48,SingPass integration issues,Cannot sig up
49,SingPass integration issues,Seriously makes you wonder how grab and singtel took so long to come up with an app and there is no simple things like adding a payee The debit card was only recently released when trust came up with a proper product more than a year ago with a proper rewards programme Just like its owners GXS is a failure
50,App layout and design issues,"Why put an app on the store when you are not ready All about the app now is collecting info If you have heard yet please use testflight for ur launch aka beta testing 

Update doesnt bode well even response is so robotic n mundane Might as well not respond and spend the time to build the app for a proper launch"
51,App layout and design issues,Dumbest banking app ever Get your own people to put 5 never seen such app before if you are good then make the app good and give 348
52,App layout and design issues,Disappointing app experience awful faux friendly service I was invited to join via Grab After multiple painful attempts to sign up and v lacklustre UIUX I was told that theres been an error and finally received a vague email stating that I am ineligible without offering any reason why After multiple emails customer service still failed to explain why I am not eligible while signing off as my GXS buddy everytime I dont need a buddy from you I just need you to do your job
53,App layout and design issues,Its a simple bank app to help you save and transfer your daily needs Just dont split screen or use another app when using it
54,App layout and design issues,Fantastic Bank Great UX
55,App layout and design issues,The app works great simple yet effective enough to encourage savings via pockets so that users do not unknowingly overspent using the main account and that explain the lower interest as compared to funds kept inside the pockets Although its good to start small i do hope the bank can increase the saving caps to encourage even more savingsSecurity wise while i think is on par with industry standard but there are still room to enhance it further as scammers are getting smarter everyday
56,App layout and design issues,Apps is fast and UI is cool
57,App layout and design issues,beautiful app
58,Others,Seamless Got it up and running in less than 5mins Easy to transfer in and out from other banks I like the daily interest credit Helps me set aside money for daily use and motivates me to check how much Im getting everyday Dun understand why there are gripes and complaints from other reviewers This app is fantastic 
59,Others,Love GXS
60,Others,Quick transfers to bank acc and fast repayments Very suitable for short term loans
61,Others,"GXS offers seamless fast and super effective digital services 
Never ever I had such experience with other banks GXS definitely is the bank of future 
You must try it to believe"
62,Others,"I recently used this digital bank which has many security features and user friendly UI
I 100 recommend to used this App"
63,Others,Why i cannot login
64,Others,Well if u like to see growth everyday this app gives u that Set goals and see it grow towards it
65,Others,could not open my gxs app
66,Others,Loving it so far
67,Others,Few months have passed And we still cant add favourite payee etc Can u guy really work on it
68,Others,Easy to use clear info and rapid yet secure transactions Highly recommend
69,Others,Very friendly app
70,Others,Easy  fast approval of loan with reasonable interest rates GXS is giving other banks a run for their  All the best GXS Bank
71,Others,This is very good Really very helpful I Will keep in touch with them 
72,Others,Super efficient 
73,Others,Ease of use
74,Others,Loan disbursement was immediate App is simple to use Repayments just as easy
75,Others,"Fair and transparent loans
Interest is not like the atypical bank that is out to profit and cripple the debtor"
76,Others,Reduced interest from 348 to 268 in less than a month kenna baited to start an account here Have removed all my funds and closed my account
77,Others,Great concept on the savings account Daily interest really motivates keeping money there Hope to see GXS bank grow and increase the savings account limit Edit Interest rate drop significantly Moving out
78,Others,Good interest rate on pockets and great user experience
79,Others,Love the app
