,date,developerResponse,review,rating,isEdited,title,userName
47,2023-08-13 12:05:53,"{'id': 38292883, 'body': ""Hi Azubu! Thanks for sharing your thoughts with us! We're always striving to improve, and your feedback means a lot! We recognise that our customers use their GXS Savings Account for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions. As these funds are debited through the Main Account of the GXS Savings Account, we have received feedback that our customers would like to earn higher interest while still enjoying the benefits of our ecosystem rewards programme. So from 17th August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a., and the Saving Pockets will be adjusted to 2.68% p.a."", 'modified': '2023-08-15T01:44:00Z'}","It doesn’t make the company look reputable when they offer a high interest rate only to drop it immediately after gaining enough users. It feels like a bait, which it is. They should acquire deposits through more honest and transparent methods.",1,False,Reputation Is Key,Azubu Frost
48,2023-06-05 11:34:48,"{'id': 36968796, 'body': ""Thanks so much for your wonderful review, Dtthian! 🙏💜 We're thrilled to hear that our app is easy to use and provides a seamless login experience. We've put a lot of effort into making the instructions clear and user-friendly, so it's fantastic to know that you find them clean and easy to follow."", 'modified': '2023-06-07T01:07:04Z'}",Easy to use and log in! Very clean instruction.,5,False,First time using!,Dtthian
49,2023-06-05 10:23:48,"{'id': 36968616, 'body': ""\r\nWow, thanks so much for the fantastic 5-star review!✨ It's amazing to know that you had a great time using our app. If you ever need any assistance or have more feedback to share, feel free to reach out. Keep enjoying the greatness and simplicity of our app!  😊"", 'modified': '2023-06-07T00:48:26Z'}","Simple, straightforward to use with no bugs. Great experience",5,False,Very good application,Reviewer3868329
50,2022-10-03 06:17:01,"{'id': 32394465, 'body': ""Hey there! We're glad to know you love our app! Your support and voice are very important to us. Keep using our app.💜 "", 'modified': '2022-10-05T02:00:26Z'}","Really like the details in the app, will definitely use it daily!",5,False,Great app with very appealing colours!,George Tanasaki
51,2023-05-30 13:19:00,"{'id': 36853217, 'body': ""Thanks so much for your fantastic 5-star review! We're thrilled to hear that you're loving the Saving Pockets feature as well. We share your excitement for the day when we can assist you in saving even more with us. Rest assured, as soon as the cap is lifted, we'll make sure to keep you informed. 💜🚀 "", 'modified': '2023-06-01T01:20:24Z'}","Like the app design, especially the pockets for savings. Just waiting for the $5000 limit to be lifted.",5,False,Nice App,marfislam
52,2023-07-19 06:05:49,"{'id': 37804107, 'body': ""Hi there, thank you for staying with us thus far! 🙏 One common reason could be because you're not physically located in Singapore at the time of application. Likewise, you’ll need to disable your VPN before submitting your application. Any other questions, feel free to to contact our hotline at (+65) 3105 2055. We are here for you, 24/7! 💜"", 'modified': '2023-07-20T17:29:19Z'}","Received email invite from GXS saying that I am now able to open an account. After finishing the entire onboarding application I am told they are unable to proceed with my application saying “It’s not you, it’s us”. 

Ummmm okayyyy",1,False,Can’t open an account,gniynew
53,2022-12-10 13:18:37,"{'id': 33659738, 'body': 'Happy to hear that you have been enjoying the GXS experience so far! Have an awesome week ahead! 🙏', 'modified': '2022-12-12T01:42:12Z'}",Easy to use and nice UIUX. Saving pockets is an interesting and useful feature,5,False,Good Features!,lynxddd
54,2023-11-10 11:37:30,"{'id': 40071410, 'body': 'Yay! Glad to hear that you’re enjoying our app, Kok Ong! Feel free to get in touch with us if you need any help or have any feedback. 😉', 'modified': '2023-11-11T17:26:46Z'}",Simple and easy,5,False,Application,Eng Kok Ong
55,2023-12-23 08:46:14,"{'id': 40892311, 'body': 'Hi @azejnn Merry Christmas to you. Thank you for your feedback and we are sorry to hear that you were not able to launch the survey. We are unable to share account details over a public platform, please contact us at our hotline so we can attend to you accordingly.', 'modified': '2023-12-25T18:05:40Z'}","Is GXS looking into this issue? Going to be a week, still something is wrong. What happened to iOS user testing before roll out? It’s baffling the slow service recovery GXS is impressing upon iOS users.",1,False,Unable to Launch Survey,aezjnn
56,2022-12-07 06:14:34,"{'id': 33624137, 'body': 'Thank you very much for the five stars review! It means a lot to us. Have a great week ahead!', 'modified': '2022-12-09T07:07:47Z'}",Intuitive and easy to set up,5,False,Great app to use,Fabianryr
57,2023-12-11 17:42:41,"{'id': 40648049, 'body': 'Hi Ryan! Thank you for your 5 stars review. 💜We are thrilled to know that you like the app easy and user-friendly user interface! We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩\r\n', 'modified': '2023-12-13T01:44:58Z'}",Friendly use apps,5,False,Loans,RyanYang
58,2023-06-05 15:00:50,"{'id': 36968911, 'body': 'Hey Nigel! Thanks for the 5-star review! Our app is all about being user-friendly. Enjoy using it! 💜🚀 ', 'modified': '2023-06-07T01:19:02Z'}",Very friendly app,5,False,Ease of use,nigelphang
59,2023-08-07 08:36:43,"{'id': 38201968, 'body': ""Hi there! We're always striving to improve. 🙏 We recognise that our customers use GXS for Grab and Singtel Dash transactions to earn 1.2x reward points from eligible transactions, so from 17 August 2023, we're increasing the interest rates for our GXS Main Account from 0.08% to 2.38% p.a. and the Saving Pockets will be adjusted to 2.68% p.a. 💜"", 'modified': '2023-08-10T00:58:52Z'}",GXS touted a 3.48% interest in their savings pocket only to change the interest to 2.68% within a short period of only a month. A bank is only as good as it’s promises and this bank just lost it all. Will never use GXS again.,1,False,What a waste of time,flirtyfrog
60,2022-12-23 04:53:44,"{'id': 33909915, 'body': ""That's a good suggestion Dian1117! Currently, we do not have the option to toggle to a different theme in-app. We have forwarded your thoughts to the team as feedback for further consideration. 🙏 Thank you for your support! 💜"", 'modified': '2022-12-24T08:05:57Z'}","Personally don’t like the theme, anyway allow user to change more brighter one?
Dark color me uncomfortable 😞",3,False,Not like the theme,Dian1117
61,2023-12-03 15:49:37,"{'id': 40435148, 'body': 'Hi Sanadece, thank you for your kind words. This review means the world to us, it made our day! 💜🤞 ', 'modified': '2023-11-30T17:34:51Z'}",This is very good. Really very helpful. I Will keep in touch with them. 👌🏽😍,5,True,Helpful,Sanadece
62,2023-11-20 08:16:12,"{'id': 39187503, 'body': 'Hey Calvin! Thanks so much for the amazing 5-star review! It truly means a lot to us and our entire team. We will continue to work hard to ensure that your experience with us remains excellent. Happy banking with GXS! ', 'modified': '2023-09-28T03:16:08Z'}",Such a great service compared to Bank,5,True,Great,calvin7878
63,2023-06-05 10:26:09,"{'id': 36968637, 'body': ""Thanks for your review, Hayley! We're glad to hear that you find our app easy to use. We strive to provide competitive rates and help you maximize your savings. If you have any further suggestions or questions, feel free to reach out. We're here to assist you!💜🚀"", 'modified': '2023-06-07T00:50:37Z'}",Easy to use with high interest rate,5,False,Great app with high savings,Hayley Young
64,2023-06-05 11:50:22,"{'id': 36968822, 'body': ""Thanks for your support! We're delighted to know that our app has made banking easy for you. 😄   "", 'modified': '2023-06-07T01:10:36Z'}",Makes banking easy to use,5,False,Good banking app,jesuafreak
65,2022-09-05 01:49:32,"{'id': 31871874, 'body': 'Hey Shirley, it is wonderful to know that you like our app! It means the world to us and to our entire team! 😀 ', 'modified': '2022-09-06T14:37:05Z'}",Nice design!,5,False,Smooth interaction and easy to use !,Shirley yang 871126
66,2023-11-10 14:32:16,"{'id': 40071446, 'body': 'Yipee! Our interest rates are indeed competitive, huh? 😉 Thanks for your stars, rcpsgp! This keeps us going, but feel free to let us know if you have any feedback too! ', 'modified': '2023-11-11T17:31:09Z'}",You get the highest saving interest rate on the market,5,False,Great App,rcpsgp
67,2024-02-21 14:03:59,"{'id': 42155008, 'body': ""Hi there. We're sorry to hear about your experience. Thank you for your feedback. 💜 We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better.🙏\r\n"", 'modified': '2024-02-23T09:45:34Z'}",Show allow to increase amount not reduce and stay that way. For a first timer I didn’t know that once I reduce amt I cannot get back the original amount that is given to me.,1,False,Cheater!,Nrhdxtan
