dataFrom,date,review,rating,extracted_devresp,devresp_time
appStore,20240306 083637,Great banking app with attractive interest rates Please allow us to add andor save payees so we dont have to keep typing out UEN numbers or account numbers Would be nice to be able to add the debit card to Apple Pay too,4,Hi Eugene Were thrilled to know that you like our app and our promotions Rest assured were continuously working hard to enhance our features to improve your experience We cant wait for you to try them out in the future Thank you for your support ,20240308T025335Z
appStore,20221109 031316,"A bank like no other no bank have such amazing feature to separate your money into different pockets to keep track of your goals Moreover the interest rate they give is the highest for the no effort Interest are being deposit daily and its amazing to see  coming in to the bank daily 

The user interfaces is so intuitive that every button can be found with your eyes close that makes money transfer so much smoother Also the colours is so slick that I want to turn the app on everyday just to look at it and see the daily interest

Lots of potential for the product and I cant wait to see more of it",5,Hi Dfdsa132 Were delighted that you love our Saving Pockets features our high interest rates offering and app design  We strive to improve our app and products to serve you betterThank you so much for your 5star review it made our day ,20221110T121209Z
appStore,20230909 083343,"Notice that the drop in interest rate of 08 in saving accounts GXS just come out with a reason to say many consumers want a increase in interest rate in main accounts as most of their funds are there to get the 12x points for dash and grab spending Hence they decrease the interest rate to 268 in saving account and increase to 238 in main account 

The thing is GXS can increase the main account interest and maintain the interest rate in saving account They will attract more consumer in this case However they use this opportunity to decease the interest rate in saving account instead and use the consumer as an excuse for the decrease

I am very disappointed in GXS and have close my account in GXS There are other banks offering a higher interest rate such as OCBC and UOB for saving accounts No point sticking to GXS",1,Hi there Were sorry to make you feel that way and well definitely take this in as a feedback Rest assured that were constantly working hard to improve the experience for all our customers and would be delighted to be given the chance to serve you again in the future  r,20230911T011906Z
appStore,20230627 040139,"Sending money into my GXS account is a breeze and instantaneous  regardless of the amounts Im able to immediately see that my funds are in GXS 

Transferring money OUT is a huge issue Since June Ive had problems transferring amounts higher than 500 back to my other banking accounts each time a red banner will pop up and said something went wrong please try again later TODAY I cant transfer more than 1000 back to myself  even the 1000 had to be transferred in TWO transactions of 500 each Customer service officers did their best to help each time but its annoying that the advice provided killing the app relogging in with SingPass still dont work",2,Hi Kenny thank you for alerting us to this issue This is not the experience we want you to have We are sorry for the inconvenience caused and eager to make things right for you  For us to take a closer look at it please reach out to us directly via our inapp live chat or drop us an email at helpgxscomsg ,20230628T090848Z
appStore,20221002 041749,I have to say that the UIUX is one of the best one Ill have seen for any Digibank mobile app and finally a strong market player that focuses on customer experience and design which is critical as most banking products doesnt differ much for any banks out there Please make it available asap cant wait to see what you have to offer,5,Hi Mephosis we are happy that you like our app This review made our day nWere also excited to have you on board  n,20221004T054950Z
appStore,20230423 145416,Have been waiting for a slot for the account since GXS started and have been waiting until now about 7 months and still nothing whenever anyone ask for why the excuses given are still mostly the same with no actual changes or improvements people cant help but compare to the other bank trust bank Singapore that also launched just 1 day before GXSs launch and believe trust bank Singapore to be better since trust bank can allow people to register without waiting for this long,1,Hi Mech20101 we hear you and we are truly sorry and humbled by your interest to be part of our growing community Slots for the current batch of invitations have been filled Invitations will be sent to eligible individuals when new slots open up Truth be told we cant wait for you to be part of our banking glowup Stay tuned ,20230425T013524Z
appStore,20230105 070813,"Great app with awesome design and theme unlike traditional banking institutions Provide high interest rates and suitable for targeted group of audience Ratings were probably dragged down by reviewers who rated 15 because they couldnt sign up  as GXS bank is rolling out to users by batches

Overall a good experience ",5,Welcome aboard alexfonghere  We are thrilled to know that you love our apps interface We work hard to meet expectations like yours and were happy to hear we hit the mark for you ,20230107T010116Z
appStore,20230913 153005,Hit with fast reversal when transferring money to this gxs bank first time in my life a fast transfer didnt succeed Googled for recent reviews and social media on this gxs bank Mostly bad reviews and issues I dont need developer reply to my review here as Im absolutely not going to touch this bank anymore And biggest joke of all you dont even have the most basic banking feature to save payee details What kind of app development staff and quality is that,1,Thank you for your valuable feedback Were actively working on adding the payee feature to our app If you ever encounter any issues in the meantime please dont hesitate to reach out to our 247 hotline and well be happy to assist you Your input is much appreciated,20230914T020147Z
appStore,20221210 113255,Very easy to use user friendly and intuitive Nice design of the app making it easier to navigate the app Saving pocket is an interesting and useful feature cant wait to explore and use more of the app,5,Hey there thank you so much for your kind words about our app We put a lot of effort into the app to make it intuitive and easy to navigate so we are glad to hear that it has paid off We are constantly working on new and exciting features and we cant wait for you to try them out in the future ,20221212T013946Z
appStore,20220908 071448,"What a joke Nothing happens after you input your phone number  nothing 

Itll be so much and I dont exaggerate when I say this so much faster for you to travel from one end of Singapore to the other to open an account at a traditional bank branch 

One piece of advice to the management of GXS Bank  do not launch if you are not ready You are a joke Please look at Trust Bank Simple and easy to use Account opened in like 2 mins",1,Hi there We are in early access phase and invitations are sent out in batches Look out for an email from us,20220909T135008Z
appStore,20231121 092211,Honestly is my first time depositing digital banking A lot worry  But at the end is a great experience I believe a lot of us wanted is the return  And they offer very high interest Will continue to deposit Thank you,5,Hi there Thank you for taking your first step to digital banking with us Your review means the world to us  We have been busy working on new and exciting stuff and we cant wait for you to try them out in the future ,20231111T173131Z
appStore,20230822 102246,"My biggest frustration is that I cant save payees when sending money  Everytime I need to transfer funds I have to select a transfer type and fully type out the account number payees name and select the bank

This is incredibly tedious esp for accounts I pay frequently Without this fundamental feature a payee list its easy to make mistakes entering long account number name and bank name each time",1,Thanks for sharing with us your thoughts on this KiloBites We greatly appreciate your feedback and look forward to continuously improving our GXS app Rest assured that great things are in the works ,20230813T005152Z
appStore,20240111 084828,Best bank to save up and best bank in receiving cash back And also so happy to be able to win a lucky draw from here Hopefully things get much better in this year,5,Hi Morrrrraaaa were thrilled to to know that you like our app and our promos  We have been busy working on new and exciting stuff and we cant wait for you to try them out in the future Cheers to 2024 ,20240113T014217Z
appStore,20230605 150014,App is very responsive and interface is simple but comprehensive Transaction speeds are very quick too,5,Thanks for the awesome review Were thrilled that you find our app highly responsive with a simple yet comprehensive interface Were here to make your banking experience topnotch Enjoy the app   ,20230607T011422Z
appStore,20221031 051802,Despite a lengthy onboarding but my account got approved promptly I like that the app is snappy and easy to use Waiting for credit card so that I can switch to GXS as my main account,5,Hey therel Happy to hear you like our app Were just as excited  Thank you so much for your 5 star review ,20221101T074922Z
appStore,20231116 192912,"GXS offers seamless fast and super effective digital services 
Never ever I had such experience with other banks GXS definitely is the bank of future 
You must try it to believe",5,Hey MikeEkimC Were absolutely thrilled that you fell head over heels for our app  Thank you for your 5star review it made our day ,20231118T074617Z
appStore,20221006 020555,"I recently used this digital bank which has many security features and user friendly UI
I 100 recommend to used this App",5,Hi Mani Thank you for your 5 stars review  We are thrilled to know that you like the app security and our user interface  We work hard to meet expectations like yours and were happy to hear we hit the mark for you,20221007T072238Z
appStore,20221216 025005,The apps interface is really user friendly and sleek It loads very fast as well cant wait to start using this digital bank app ,5,Hey there Thank you for your 5 stars review  We are thrilled to know that you love our apps interface and were constantly working to make it even better  ,20221217T084026Z
appStore,20230912 051029,Already 1 year but basic functions like adding payee is not in the app Its so troublesome to transfer funds to different bank accounts With your latest move to reduce interest to 268 has made me feels like maribank is better even with slightly lower interest rate because they knows what basic functions to include in the app,1,Hi there thank you for your valuable feedback  We appreciate you taking the time to share your thoughts with us and have captured this as part of our continuous improvement process r,20230913T171913Z
appStore,20240224 061202,Extremely disappointed with the GXS app Despite consistent use on the same device for a long time it suddenly stopped allowing money transfers with explanation device changed This lack of clarity and abrupt disruption in service is unacceptable Terrible user experience deserves only 1 star,1,Hey there Were sorry to hear about your experience  We understand the importance of this matter and are committed to make things right for you Could you please get in touch with us via Live Chat or call at 65 3105 2055 so that we can assist you further Wed be happy to make things right for you ,20240225T175731Z
appStore,20231207 072102,Wish more people can download and use and more rewards can be given,5,Hi Adrian Were thrilled that youre enjoying our app features Its heartening to know our services have been beneficial and positive for you Were hopeful that our future reward features will continue to satisfy and excite you ,20231208T174406Z
appStore,20231111 071842,Can try for saving money  My money said they liked there,5,Hey there We are happy that you like our app You have made our day and we are definitely striving to improve our products to serve you better ,20231113T051858Z
appStore,20231206 090001,Everything is perfect Ease of use Fast transfer for quick cash Repayment is easy and low interest This app is a life saver literally ,5,Hi ChefDugi we are very heartened to see our services have been beneficial and positive for you We hope our features in the future will continue to serve and delight you constantly,20231207T174750Z
appStore,20230925 010427,Easy drawing and repayment option Flexible of choice at any time with any needs Like it and good tool for emergency money with flexible borrowing and repayment,5,Hi derrick Thank you for the 5 star review  This helps to motivate all of us at GXS to scale even greater heights Were delighted to learn that you love the app as much as we do Happy banking with GXS ,20230926T092711Z
appStore,20231115 023934,"Ease of use
Pay anytime before due is possible 
Emergency moolahs are here without breaking your bank",5,Hey there Were thrilled to hear that our app has hit all the right notes We love the flexible repayments and interest savings too  Thank you so much for your support and 5star review ,20231116T072353Z
appStore,20221207 121951,J got recommended to try out this app by a fren and i love it Its convenient and easy to use and i can see myself committing to this in the long term ,5,Happy to hear that you have been enjoying the GXS experience Koko Have an awesome day  ,20221209T070254Z
appStore,20221207 063142,the app is easy to navigate and the UIUX is excellent I love the saving pockets and the good interest rates definitely worth the wait and has a lot of potential ,5,We are glad you have been enjoying the GXS experience on our app so far Keep using the app and let us know if you have other suggestions or feedback Have a great week ahead,20221209T070701Z
appStore,20221209 034729,My fav feature is the saving pockets cant wait to build my savings with the good interest rates amazing user interface,5,Hi tloh001 we are happy that you like our awesome app interface and Saving Pockets feature We strive to give our customers the best app experience and attractive interest ratesThank you very much for your 5 stars review Your support and voice are very important to us Keep using our app  ,20221210T080146Z
appStore,20220906 175725,Downloaded the app but doesnt seem to be able to sign up and got asked to stay tune after giving my phone number I cant see the screens as presented in the app store What is going on,2,Hi there Were inviting customers progressively to make sure that everything is well built for the best experience possible Thanks for your patience  ,20220908T011440Z
appStore,20231121 071317,Very easy to navigate and super fluid UI Lovely bank and recommended everyone to join with ease of mind,5,,
appStore,20221004 130231,No more long waits and tons of paperwork to open a bank account Looking forward to how GXS can generate a stronger value proposition for consumers,5,Hi there We aim to create a better banking experience for everyone A win for us is when banking is a win for you We cant wait to get everyone onboard our revolution ,20221006T015509Z
appStore,20240210 032239,This app is easy to use,5,Aw thanks for the kind words Were glad that our app is userfriendly  If you need any help or have any feedback feel free to reach out to us Well be more than happy to hear from you,20240212T040812Z
appStore,20240217 112101,User friendly,5,Were thrilled to hear that our app has hit all the right notes  Thank you for the 5star review ,20240219T015126Z
appStore,20231206 084543,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account,5,Thank you for taking the time to leave us this wonderful review GW1188 Were delighted to hear that it is easy for you to use our GXS account on your Grab App ,20231207T175035Z
appStore,20231118 085203,Best digital bank in my opinion I prefer this over its competitors,5,,
appStore,20230605 111631,Well if u like to see growth everyday this app gives u that Set goals and see it grow towards it,5,Hey Tyc Thank you so much for your review Were thrilled to hear that our app helps you witness growth every day Setting goals and watching them progress is an incredible feeling and were glad our app supports you in achieving that Heres to continued growth and success ,20230607T005950Z
appStore,20230606 024438,Very convenient and easy to understand and use,5,Thank you Were delighted that you find our app highly convenient easy to understand and userfriendly We appreciate your support and hope you continue to enjoy the seamless experience  ,20230607T083105Z
appStore,20220916 071933,"Why put an app on the store when you are not ready All about the app now is collecting info If you have heard yet please use testflight for ur launch aka beta testing 

Update doesnt bode well even response is so robotic n mundane Might as well not respond and spend the time to build the app for a proper launch",1,Hi there Were inviting customers progressively to make sure that everything is well built for the best experience possible In the meantime you can register your interest to open an account upon download Well let you know when were ready for you ,20220916T012655Z
appStore,20230725 141722,"Noticed the news writing they offer 348 interest rate After downloading the apps and trying to sign up end up asked me to fill up my particular to  receive latest buzz updates 

If the bank isnt planing to offer please stop advertising that Thanks",1,Hey Sheerliyn Were sorry to make you feel that way Rest assured that our 348 interest rate still applies to our Saving Pockets However as our slots for our Savings Account are currently full do sign up on the GXS app for early access ,20230727T025534Z
appStore,20230120 043532,Having problems logging onto the app It says my phone cannot be used for GXS as it has been modified in someway I just logged in this morning with the same phone with no problems Please advice,2,Hi Desiphone we have since resolved the App issue We would like to assure you that the App is now working fine and we apologize for the inconvenience caused Rest assured that there will not be any impact to your account In the meantime we may need you to log in again through your SingPass to access the App A gentle reminder to update your App to the latest version too Once again we thank you for your understanding and support,20230121T075754Z
appStore,20230811 110239,Its all good Until recently a dropped of 08 interest rate in such a short notice and changes,3,Hey Ahfei94 Thank you for giving our app your recognition From 17 August 2023 were increasing the interest rate for the Main Account from 008 to 238 pa and the Saving Pockets interest rate will be adjusted to 268 pa Thank you for banking with GXS ,20230813T011618Z
appStore,20220912 054610,Love the interface and saving pocket is so unique cant wait to meet my deposit goal,5,Hey there so happy to know that you like our app Well keep working hard to make the app even easier to use Good luck in achieving your Saving Pockets goal too were all rooting for you ,20220913T150450Z
appStore,20240225 072403,The app is easy to navigate and optimise for people of all ages,5,Hi there Thank you for your 5 stars review Were delighted to learn that you find our apps user interface easy and intuitive to use We strives to exceed your expectations and were pleased to have met your needs,20240226T180442Z
appStore,20231115 065228,Brilliant app design fast transactions excellent rates Keep up the good work What more can I say,5,Were over the moon to receive your 5star review  Thank you for your continued support and we look forward to providing more exciting products and features to you soon ,20231117T031014Z
appStore,20230611 005035,Try it and you will love it,5,Woohoo were glad to hear that you love our app Thanks for sharing the love SgPlayboy ,20230613T012246Z
appStore,20230605 101652,The app is super easy to use and I love the saving pockets that allow me to easily set money aside for my goals,5,Hey there Were glad to hear that youre enjoying saving pockets feature  Thanks for taking the time to leave a feedback  we strive to serve you better  ,20230513T081426Z
appStore,20231206 083507,"There are a number of things that are great about GXS 
1 Ease of use
2 daily interest 
3 No hassle with minimum sum",5,Hi mdyyeo we are very grateful and glad that you are enjoying our features We look forward to delighting you more with our new features in the future,20231207T174144Z
appStore,20230813 120553,It doesnt make the company look reputable when they offer a high interest rate only to drop it immediately after gaining enough users It feels like a bait which it is They should acquire deposits through more honest and transparent methods,1,Hi Azubu Thanks for sharing your thoughts with us Were always striving to improve and your feedback means a lot We recognise that our customers use their GXS Savings Account for Grab and Singtel Dash transactions to earn 12x reward points from eligible transactions As these funds are debited through the Main Account of the GXS Savings Account we have received feedback that our customers would like to earn higher interest while still enjoying the benefits of our ecosystem rewards programme So from 17th August 2023 were increasing the interest rates for our GXS Main Account from 008 to 238 pa and the Saving Pockets will be adjusted to 268 pa,20230815T014400Z
appStore,20230605 113448,Easy to use and log in Very clean instruction,5,Thanks so much for your wonderful review Dtthian  Were thrilled to hear that our app is easy to use and provides a seamless login experience Weve put a lot of effort into making the instructions clear and userfriendly so its fantastic to know that you find them clean and easy to follow,20230607T010704Z
appStore,20230605 102348,Simple straightforward to use with no bugs Great experience,5,rnWow thanks so much for the fantastic 5star review Its amazing to know that you had a great time using our app If you ever need any assistance or have more feedback to share feel free to reach out Keep enjoying the greatness and simplicity of our app  ,20230607T004826Z
appStore,20221003 061701,Really like the details in the app will definitely use it daily,5,Hey there Were glad to know you love our app Your support and voice are very important to us Keep using our app ,20221005T020026Z
appStore,20230530 131900,Like the app design especially the pockets for savings Just waiting for the 5000 limit to be lifted,5,Thanks so much for your fantastic 5star review Were thrilled to hear that youre loving the Saving Pockets feature as well We share your excitement for the day when we can assist you in saving even more with us Rest assured as soon as the cap is lifted well make sure to keep you informed  ,20230601T012024Z
appStore,20230719 060549,"Received email invite from GXS saying that I am now able to open an account After finishing the entire onboarding application I am told they are unable to proceed with my application saying Its not you its us 

Ummmm okayyyy",1,Hi there thank you for staying with us thus far  One common reason could be because youre not physically located in Singapore at the time of application Likewise youll need to disable your VPN before submitting your application Any other questions feel free to to contact our hotline at 65 3105 2055 We are here for you 247 ,20230720T172919Z
appStore,20221210 131837,Easy to use and nice UIUX Saving pockets is an interesting and useful feature,5,Happy to hear that you have been enjoying the GXS experience so far Have an awesome week ahead ,20221212T014212Z
appStore,20231110 113730,Simple and easy,5,Yay Glad to hear that youre enjoying our app Kok Ong Feel free to get in touch with us if you need any help or have any feedback ,20231111T172646Z
appStore,20231223 084614,Is GXS looking into this issue Going to be a week still something is wrong What happened to iOS user testing before roll out Its baffling the slow service recovery GXS is impressing upon iOS users,1,Hi azejnn Merry Christmas to you Thank you for your feedback and we are sorry to hear that you were not able to launch the survey We are unable to share account details over a public platform please contact us at our hotline so we can attend to you accordingly,20231225T180540Z
appStore,20221207 061434,Intuitive and easy to set up,5,Thank you very much for the five stars review It means a lot to us Have a great week ahead,20221209T070747Z
appStore,20231211 174241,Friendly use apps,5,Hi Ryan Thank you for your 5 stars review We are thrilled to know that you like the app easy and userfriendly user interface We work hard to meet expectations like yours and were happy to hear we hit the mark for yourn,20231213T014458Z
appStore,20230605 150050,Very friendly app,5,Hey Nigel Thanks for the 5star review Our app is all about being userfriendly Enjoy using it  ,20230607T011902Z
appStore,20230807 083643,GXS touted a 348 interest in their savings pocket only to change the interest to 268 within a short period of only a month A bank is only as good as its promises and this bank just lost it all Will never use GXS again,1,Hi there Were always striving to improve  We recognise that our customers use GXS for Grab and Singtel Dash transactions to earn 12x reward points from eligible transactions so from 17 August 2023 were increasing the interest rates for our GXS Main Account from 008 to 238 pa and the Saving Pockets will be adjusted to 268 pa ,20230810T005852Z
appStore,20221223 045344,"Personally dont like the theme anyway allow user to change more brighter one
Dark color me uncomfortable ",3,Thats a good suggestion Dian1117 Currently we do not have the option to toggle to a different theme inapp We have forwarded your thoughts to the team as feedback for further consideration  Thank you for your support ,20221224T080557Z
appStore,20231203 154937,This is very good Really very helpful I Will keep in touch with them ,5,Hi Sanadece thank you for your kind words This review means the world to us it made our day  ,20231130T173451Z
appStore,20231120 081612,Such a great service compared to Bank,5,Hey Calvin Thanks so much for the amazing 5star review It truly means a lot to us and our entire team We will continue to work hard to ensure that your experience with us remains excellent Happy banking with GXS ,20230928T031608Z
appStore,20230605 102609,Easy to use with high interest rate,5,Thanks for your review Hayley Were glad to hear that you find our app easy to use We strive to provide competitive rates and help you maximize your savings If you have any further suggestions or questions feel free to reach out Were here to assist you,20230607T005037Z
appStore,20230605 115022,Makes banking easy to use,5,Thanks for your support Were delighted to know that our app has made banking easy for you    ,20230607T011036Z
appStore,20220905 014932,Nice design,5,Hey Shirley it is wonderful to know that you like our app It means the world to us and to our entire team  ,20220906T143705Z
appStore,20231110 143216,You get the highest saving interest rate on the market,5,Yipee Our interest rates are indeed competitive huh  Thanks for your stars rcpsgp This keeps us going but feel free to let us know if you have any feedback too ,20231111T173109Z
appStore,20240221 140359,Show allow to increase amount not reduce and stay that way For a first timer I didnt know that once I reduce amt I cannot get back the original amount that is given to me,1,Hi there Were sorry to hear about your experience Thank you for your feedback  Were continuously working hard on improving our product offerings and also adding more features to our app to make your experience betterrn,20240223T094534Z
appStore,20231209 040651,Guys u guy to try this out,5,Hi sgchacha We are happy that you like our awesome app features We strive to give our customers the best app experienceThank you for your 5star review Your support and feedback are invaluable to us Keep using our app ,20231210T213708Z
appStore,20230814 045605,"Income extracted from SingPass is incorrect
Information in SingPass is correct
Which means the process of extracting information needs to be updated",2,Hey there We currently use Singpass to extract information so that applications are a breezennrnrnSo wed recommend our customers to ensure that their personal information is accurate and up to date by accessing their Singpass MyInfo Should there be any changes you may do so via the Singpass app Hope this clarifies ,20230815T173426Z
appStore,20230124 152438,This should be removed from App Store A bank that is not even able to accept a customer sign up What a joke from Grab and  Singtel,1,rnThank you for your thoughts and were sorry for the wait Jyotkumar  At the moment were sending out invites in phases so that our users can have the best experience possible with us We will reach out when we are ready for you so stay tuned to your email inbox for updates ,20230126T012002Z
appStore,20231102 134728,Loan disbursement was immediate App is simple to use Repayments just as easy,5,Were thrilled to hear that our app has hit all the right notes  Were glad that you love our GXS FlexiLoan features too ,20231104T015705Z
appStore,20231008 103535,Best and fast loan approval,5,Hey there We are happy that you like our app Your review made our day and we are definitely striving to improve our products to serve you better ,20231009T171610Z
appStore,20230721 235646,Extremely disappointed after downloading the app waited and waited for it to open and still told to wait and wait and wait and wait and waitno ends,1,Hi there Were sorry to make you feel that way Wu Ming Could you please get in touch with us at  65 3105 2055 Alternatively you may also write in to our email at helpgxscomsg with your contact details so that we can take a closer look into this  ,20230723T091915Z
appStore,20231115 113212,I cannot open the app at all even after updates it keeps telling something went wrong,1,Were sorry to hear about your experience while trying to access the GXS app  We understand the importance of this matter and are committed to make things right for you Please drop us an email at helpgxscomsg or give us a ring at 65 3105 2055 Were here to help ,20231117T033840Z
appStore,20230919 015643,increase so much just to make us open account then now int rate worst than t bills UI also so dark not much use case except earn risk free rate grab is expensive,1,Hi there Were sorry to make you feel that way We appreciate your valuable feedback and rest assured that it is an essential part of our continuous improvement process ,20230920T093031Z
appStore,20231206 035606,Gxs provide good interest for their pocket savings,5,Hi Roundi07 we are delighted that you are happy with our features Thank you for your appreciation and support,20231207T173409Z
appStore,20230925 131358,DO NOT USE THIS APP So frustrating on this app 3 times I tried to move a small portion of money out of my pocket 3 times the pocket becomes 0 straight away and I cant movetransfer my money out,1,Hey there Sorry to hear this This is definitely not the experience that wed want you to have Could you please get in touch with us via Live Chat or call at 65 3105 2055 so that we can assist you further Wed be happy to make things right for you ,20230926T173151Z
appStore,20230727 172944,Gave an application to open account but the bank decided to cancel opening new accounts and the bank didnt even bother to inform clients May be its a gods sign to save my money,1,Were sorry to hear that your account application experience didnt go as expected You should have received an email or inapp push notification about the outcome If you need further clarification or assistance on this matter please reach out to us at 65 3105 2055 were here 247 ,20230729T062533Z
appStore,20230502 105652,App keeps giving me something went wrong and its not you its us notification whenever I attempt to login Totally unusually at this time of writing,1,Hey Andreani369 this is not the experience we want you to have Please drop us an email with your contact details and a video recordingscreenshot of what you are facing at helpgxscomsg and we would be more than happy to look into this Thank you ,20230504T011441Z
appStore,20230211 064517,could you add a way to sign in using singpass password instead of only having to use the app,4,Thats a good suggestion AribNasikur  Currently we do not have such a sign in option for our app yet We have forwarded your thoughts to the team as feedback for further consideration  Thank you for your support ,20230213T015156Z
appStore,20221009 032414,Not prepared Then dont launch See your direct competitor got a pure breeze of experience Onboarding was swift and fast Just think the reviews here are just made by the staff lol focusing on UIUX what a joke Best UIUX where others cannot experience YET,1,,
appStore,20240118 084546,When you asked your staff to write a 5 review dont just get them to write great app easy to use or hurray Write how did the app help you how you benefit from the app and why the app is soooo good,1,Hi princesstazsdff Thank you for your feedback Were continuously working hard on improving our product offerings and also adding more features to our app to make your experience better Please get in touch with us via email at helpgxscomsg or call at 65 3105 2055 Wed be happy to hear your feedback and make things right for you rn,20240120T014059Z
appStore,20221214 093634,Love the modern design user experience was great as well,5,Thrilled to hear that youve been enjoying our app Joshua We are constantly working on new and exciting features and we cant wait for you to try them out in the future Feel free to reach out to our support hotline available 247 if you face any issues ,20221216T020855Z
appStore,20230722 081856,Pls improve your good service for any person who are really need ithope the app can improve soon,1,We greatly appreciate your feedback and look forward to continuously improving our GXS app While we may not have all the details to share just yet rest assured that great things are in the works ,20230724T005137Z
appStore,20230718 192258,Efficient,5,Thanks so much for the awesome 5star review Were stoked that you found our app efficient It really means a lot to us Well keep working hard to make sure your experience with us is topnotch If you ever need anything or have any cool ideas just give us a shout Happy banking with GXS ,20230720T091057Z
appStore,20221003 045718,A whole new era of banking Go GXS or go home ,5,Hi Shannon Thank you for the 5 stars review it makes our day ,20221004T081325Z
appStore,20221209 013439,Great UI and userfriendly,5,Hi raradonut thank you for your 5 stars review We are thrilled to know that you like the app user interface Have an awesome weekend,20221210T075404Z
appStore,20230524 135956,Sent me texts and email to tell me I am selected for flexi loan  But non is approved  Said borrow from 200 and above but cant even borrow 200  rejected all of my friend and family members  So who can borrow  Millionaire ,1,rnHey so sorry to hear that GXS FlexiLoan applications gotta go through this whole evaluation process to meet our internal requirements Its a bummer but unfortunately we are unable to offer you a FlexiLoan account at this time If have any clarifications you can drop us a call at our 247 hotline at 3105 2055 Well be happy to help,20230526T011220Z
appStore,20231210 042602,"Fair and transparent loans
Interest is not like the atypical bank that is out to profit and cripple the debtor",5,rnThanks for your positive feedback Were delighted to hear that you find our loans fair and transparent We strive to provide a userfriendly experience with reasonable interest rates If you have any suggestions or further feedback feel free to share,20231211T095427Z
appStore,20231110 152602,Keep creating account to write fake 5 star reviews when your app is so buggy and processing time is so slow Worst banking app ever,1,Hey there Sorry to hear this This is definitely not the experience that wed want you to have Could you please get in touch with us via Live Chat or call at 65 3105 2055 so that we can assist you further Wed be happy to make things right for you ,20231113T035246Z
appStore,20230727 052002,Useless lacks features and does not provide any improvement from traditional banks available in Singapore,1,Were sorry to hear you feel that way Your feedback matters to us and were constantly working on improvements If you have any specific features in mind let us know Wed love to make our app better for you Thanks for sharing your thoughts,20230729T055512Z
appStore,20230808 064648,Reduced interest from 348 to 268 in less than a month kenna baited to start an account here Have removed all my funds and closed my account,1,Were sorry to hear that you feel this way NethT We recognise that our customers use GXS for Grab and Singtel Dash transactions to earn 12x reward points from eligible transactions so from 17 August 2023 were increasing the interest rates for our GXS Main Account from 008 to 238 pa and the Saving Pockets will be adjusted to 268 par ,20230810T012006Z
appStore,20231125 121715,THIS LITERALLY SAVED ME i recommendation is high as the giant touches the sky,5,,
appStore,20231123 095353,When I sign up cant sign up always say oops something went wrong please try again,1,Hey there If youre encountering any issues while signing up do reach out to us at helpgxscomsg or 65 3105 2055 Wed be happy to take a closer look into this for you and make things right ,20231124T174731Z
appStore,20240101 092431,Good to use,5,Hi there Thank you for your positive feedback Were happy to hear that you find our app easy to use ,20240102T174023Z
appStore,20230605 102100,Great plat form  easy to use and hassle free,5,Thanks a million for your awesome review Were thrilled to hear that you find our platform great and hasslefree Weve put a lot of effort into making it easy to use so its fantastic to know that youre having a smooth experience ,20230607T004333Z
appStore,20231110 064402,reliable and quick response,5,Whew Happy to hear that were reliable  you can count on us for your banking needs  If you need any help or have any feedback feel free to get in touch with us aaezy2gr,20231111T173540Z
appStore,20230720 132009,Pockets are unique and useful,5,Weve gotta say your appsolutely awesome review had our entire team doing a victory dance  We love the Saving Pockets feature too ,20230722T012233Z
appStore,20221003 071803,Good interest rate on pockets and great user experience,5,Hey there So glad youre enjoying the saving pockets Thank you for your five star review,20221005T030750Z
appStore,20230504 093902,Cant login after applying,3,Hi there Yann85 This is not the experience we would like you to have with our GXS app Allow us the opportunity to make things right Please drop us an email with your name email address and share with us on how we can help you to helpgxscomsg Thank you,20230506T023522Z
appStore,20221003 053414,Love the savings pockets and daily interest,5,Hey there Were glad to hear youre enjoying saving pockets feature It made our day hearing the wonderful review ,20221005T084340Z
appStore,20221228 145922,Did an intern write that script Nice,5,We appreciate your support Were glad to have you with us too ,20221230T033555Z
appStore,20231206 083524,Nice And Fast Bank,5,Hi Ahmad Firdaus Bin Kasim we are glad that the experience has been a delightful one for you Thank you for your kind words and warm support,20231207T174442Z
appStore,20220906 233937,Best get back to the drawing board Design thinking  forget about the  many dumb users out there including me,1,Hi there Were inviting customers progressively to make sure that everything is well built for the best experience possible Thanks for your patience ,20220908T032327Z
appStore,20220922 020138,Awesome easy n fun to use ,5,rnrnHey there Were happy to know that our app is easy and fun to use ,20220923T072308Z
appStore,20230124 134309,"What if I urgently need access to my money This is not the way to go
",1,Hi Shariff666 we would like to find out more about this Please drop us an email at helpgxscomsg together with your mobile device and contact info so that we can look into this matter Thank you,20230126T010713Z
appStore,20221209 063551,Deleted the app Sick of it serving no other purpose currently than being a lead generator,1,We would love to have you onboard Chenny  Signing up with GXS is currently by invite only Were opening up access progressively to make sure that everything is built well Stay tuned to our website or social channels for the latest updates n,20220909T011356Z
appStore,20230120 050323,Access to funds blocked no transparency apart from it being a recognized technical issue no ETA and no communications from Grab or Singtel,1,Hi JosephThia thank you for alerting us on this issue We are sorry about this experience We have since resolved the App issue We would like to assure you that the App is now working fine and we apologize for the inconvenience caused You should be able to login the App and may need to go through SingPass to access it Rest assured that there will not be any impact to your account Once again we thank you for your understanding and support ,20230121T084110Z
appStore,20221207 075110,app is really easy to navigate userfriendly,5,Happy to hear that you have been enjoying the banking experience on our app It means a lot to us It made our day ,20221209T070602Z
